id,category,difficulty,sorun,prompt,answers,correct,explanation
offline_2354,Cografya,2,answers,Bajarê Kobanê di nav sînorên kîjan welatî de ye?,Türkiye | İran | Suriye | Irak,Suriye,"Kobanê, Suriye'nin kuzeyinde, Türkiye sınırına yakın bir şehirdir."
offline_2362,Çand,2,answers,Êzidîtî bi kevneşopî yek ji baweriyên kîjan civakê ye?,Araplar | Süryaniler | Kürtler | Türkmenler,Kürtler,"Êzidîlik, Kürtçe konuşan Êzidî topluluğunun geleneksel inancıdır."
offline_2376,Cografya,3,answers,"""Hewlêr"" navê Kurdî yê kîjan bajarî ye?",Musul | Süleymaniye | Kerkük | Erbil,Erbil,"Hewlêr, Irak Kürdistan Bölgesi'nin merkezi Erbil'in Kürtçe adıdır."
offline_2381,Muzîk,3,answers,"""Erbane"" kîjan cureyê amûrê ye?",Telli | Vurmalı | Yaylı | Üflemeli,Vurmalı,"Erbane (def), çerçeveli/zilli bir vurmalı çalgıdır."
offline_2406,Edebiyat,4,answers,"Kovara ""Hawar"" ya ku beşdarî kurdiya nûjen kiriye li kîjan bajarî derketiye?",Şam | Tahran | İstanbul | Bağdat,Şam,"Hawar dergisi, Celadet Alî Bedirxan tarafından Şam'da (Suriye) yayımlanmıştır."
offline_2417,Ziman,2,answers,"""Agir"" tê çi wateyê?",Eski | Elma | Ekmek | Ateş,Ateş,'Agir' → Ateş.
offline_2436,Cografya,2,answers,"""Dîcle"" navê kîjan çem e?",Fırat | Murat | Aras | Dicle,Dicle,"""Dîcle"", Dicle Nehri'nin Kürtçe/yerel adıdır."
offline_2443,Siyaset,3,answers,Di modela xweseriya demokratîk de biryar bi giranî li ku têne girtin?,Yerel meclis ve komünlerde | Uluslararası mahkemede | Tek bir liderde | Sadece merkezi hükümette,Yerel meclis ve komünlerde,"Demokratik özerklikte kararlar, yerel meclis ve komünler aracılığıyla tabandan alınır."
offline_2451,Çand,3,answers,"""Newroz"" ji kîjan du peyvan pêk tê?","Masal/hikâye anlatan kişi | el sanatı ile ilişkilidir | ""Nû"" (yeni) + ""roj"" (gün) | Manevi akrabalık (sünnet)","""Nû"" (yeni) + ""roj"" (gün)","Newroz, ""nû"" (yeni) ve ""roj"" (gün) sözcüklerinden oluşur: yeni gün."
offline_2452,Çand,3,answers,Di çanda herêmê de heyîna efsaneyî ya bi motîfa mar a berbelav kîjan e?,Şahmaran | Kanatlı at efsanesi | Deniz kızı efsanesi | Dev kuş efsanesi,Şahmaran,"Şahmaran, yarı insan yarı yılan biçiminde tasvir edilen, bölgede yaygın efsanevi bir varlıktır."
offline_2455,Çand,3,answers,"""Cejna Newrozê"" tê çi wateyê?",Yas günü | Hasat günü | Kurban bayramı | Newroz bayramı,Newroz bayramı,"""Cejna Newrozê"" Newroz bayramı demektir (cejn = bayram)."
offline_2458,Dîrok,5,answers,Merwaniyan di kîjan serdemê de li derdora Amedê hukum kiriye?,Silêmanî / Süleymaniye | Orta Çağ (10-11. yüzyıl) | Azerbaycan/Tebriz çevresi | kalıcı yerleşim düzeni,Orta Çağ (10-11. yüzyıl),"Mervanîler, 10-11. yüzyıllarda Diyarbakır (Amed) ve çevresinde hüküm süren bir Kürt hanedanıdır."
offline_2459,Dîrok,3,answers,"""Şerefname"" di bingehê de çi vedibêje?",Haçlı seferlerine karşı mücadele | Kürt hanedan ve beyliklerinin tarihini | Aşiretlerden oluşturulan süvari birlikleri | Med İmparatorluğu (Pers öncesi),Kürt hanedan ve beyliklerinin tarihini,"Şerefname, Kürt hanedanlarının ve beyliklerinin tarihini anlatan ilk kapsamlı eserdir."
offline_2464,Cografya,4,answers,"""Semsûr"" navê Kurdî yê kîjan bajarî ye?",Adıyaman | Antep | Maraş | Malatya,Adıyaman,"""Semsûr"", Adıyaman şehrinin Kürtçe adıdır."
offline_2467,Cografya,5,answers,Herêma Hewramî (Hawraman) di kêleka sînorê kîjan du welatan de ye?,İran-Türkiye | Irak-Suriye | Türkiye-Suriye | İran-Irak,İran-Irak,"Hawraman (Hewramî) bölgesi, İran ile Irak sınır kuşağında, dağlık bir Kürt yöresidir."
offline_2468,Muzîk,2,answers,"""Govend"" di bingehê de çalakiyeke çawa ye?",Şiir okuma | Bireysel şarkı | Tiyatro gösterisi | Toplu halk dansı,Toplu halk dansı,"Govend, el ele tutuşularak oynanan toplu bir halk dansıdır."
offline_2481,Çand,4,answers,Sê rengên bingehîn ên li ser ala Kurdî kîjan in?,"Siyah, kırmızı ve sarı | Mavi, beyaz ve kırmızı | Yeşil, sarı ve mor | Kırmızı, beyaz ve yeşil","Kırmızı, beyaz ve yeşil","Kürt bayrağında kırmızı, beyaz ve yeşil renkler ile ortada bir güneş bulunur."
offline_2497,Cografya,3,answers,"Bajarên wek Amed, Riha ve Mêrdîn li kîjan herêma dîrokî cih digirin?",Erbil (Hewlêr) | Maraş (Kahramanmaraş) | Nuh'un gemisi (tufan) | Yukarı Mezopotamya,Yukarı Mezopotamya,"Bu şehirler, Dicle-Fırat arasındaki Yukarı Mezopotamya bölgesinde yer alır."
offline_2499,Muzîk,3,answers,"Amûrên bi şêwaza ""Mey"" dikevin kîjan komê?",Telli | Üflemeli | Yaylı | Vurmalı,Üflemeli,"Mey, kamıştan yapılan üflemeli bir çalgıdır."
offline_2502,Siyaset,3,answers,"Di têgihiştina ""Demokratik ulus"" de gelên cuda çawa bi hev re dijîn?",Eşit ve gönüllü birliktelikle | Tam bir ayrışmayla | Katı bir hiyerarşiyle | Birinin diğerine asimilasyonuyla,Eşit ve gönüllü birliktelikle,"Demokratik ulus, farklı halk ve inançların eşit, gönüllü ve çoğulcu birlikteliğini esas alır."
offline_2503,Paradigma,4,answers,"Ramana ""Toplumsal ekoloji"" kîjan têkiliyê dike navend?","Tahakküm ile doğa tahribatı arasındaki ilişkiyi | Sadece sembolik değil, örgütsel ve kurumsal düzeyde | Doğayı yalnızca sömürü nesnesi olarak görmemesiyle | Kimliklerin devlet zoru olmadan birlikteliğini",Tahakküm ile doğa tahribatı arasındaki ilişkiyi,"Toplumsal ekoloji, toplumdaki tahakküm ilişkileri ile doğanın tahribi arasındaki bağı merkeze alır."
offline_2507,Ziman,2,answers,"Di Kurmancî de ""heft"" kîjan hejmar e?",Yedi | Dokuz | On | Beş,Yedi,'heft' → Yedi.
offline_2508,Ziman,2,answers,"Di Kurmancî de ""deh"" kîjan hejmar e?",On | Yedi | Yirmi | Beş,On,'deh' → On.
offline_2538,Ziman,3,answers,"""Çiya"" tê çi wateyê?",Ova | Nehir | Göl | Dağ,Dağ,"""Çiya"" dağ demektir (ör. Çiyayê Agirî = Ağrı Dağı)."
offline_2542,Çand,3,answers,Kevneşopiya dengbêjiyê berê bi giranî li kîjan cihan zindî dihat girtin?,"yerel yaşam ve paylaşım | Kırmızı, yeşil ve sarı | Köy odaları ve dîwanlar | gelenek ile ilişkilidir",Köy odaları ve dîwanlar,"Dengbêjler, geleneksel olarak köy odaları ve dîwanlarda toplanıp icra yaparlardı."
offline_2556,Cografya,5,answers,"Herêma ""Behdînan"" bi piranî di kîjan welatî de ye?",Güney (Irak Kürdistanı) | İran’daki Kürt bölgesi | Antep (Gaziantep) | Irak (Duhok çevresi),Irak (Duhok çevresi),"Behdînan, ağırlıkla Irak'ın Duhok çevresini kapsayan bir Kürt bölgesidir."
offline_2565,Çand,3,answers,"Di çanda Kurdî de ""mîr"" tê çi wateyê?",Yoğurt/ayran | Şîn (ağıt) | Bey/yönetici | Özgür eş yaşam,Bey/yönetici,"""Mîr"", bey ya da yönetici anlamına gelir; beyliklerin başındaki kişiyi belirtir."
offline_2578,Dîrok,4,answers,Kîjan wek yek ji gelên antîk ên bav û kalên Kurdan tê bibîranîn?,Mayalar | Medler | Vikingler | Romalılar,Medler,"Medler, Kürtlerin tarihsel atalarından biri olarak sıkça anılır."
offline_2584,Edebiyat,4,answers,Romanên Kurdî yên pêşîn bi piranî di kîjan serdemê de derketine?,15. yüzyıl | 12. yüzyıl | 17. yüzyıl | 20. yüzyıl,20. yüzyıl,"Kürtçe roman, ağırlıkla 20. yüzyılda gelişen modern bir türdür."
offline_2593,Paradigma,4,answers,"""Demokratik modernite"" kîjan nirxan esas digire?","Demokrasi, kadın özgürlüğü ve ekoloji | Ekoloji, kadın ve demokrasi krizlerini | Farklılıklara saygı ve eşitlik | Toplumun genel özgürlük düzeyinin","Demokrasi, kadın özgürlüğü ve ekoloji","Demokratik modernite; demokrasi, kadın özgürlüğü ve ekoloji değerlerini esas alır."
offline_2594,Paradigma,3,answers,"""Toplumsal sözleşme"" yerine paradigma neyi önerir?","Kadın özgürlüğü, ekoloji ve demokrasi | Tabandan tavana, katılımcı biçimde | Toplumun doğrudan ve örgütlü katılımını | Demokrasi, kadın özgürlüğü ve ekoloji",Toplumun doğrudan ve örgütlü katılımını,"Paradigma, toplumun doğrudan ve örgütlü (komün-meclis) katılımını esas alır."
offline_2596,Ziman,2,answers,"Di Kurmancî de ""goşt"" tê çi wateyê?",Et | ateş | Su | At,Et,'goşt' → Et.
offline_2599,Ziman,2,answers,"Di Kurmancî de ""mast"" tê çi wateyê?",Bal | Peynir | Yoğurt | Tereyağı,Yoğurt,'mast' → Yoğurt.
offline_2606,Çand,4,answers,"Biwêja ""Bav û kal"" çi îfade dike?",Komşular | Misafirler | Atalar/ecdat | Çocuklar,Atalar/ecdat,"""Bav û kal"" (baba ve dede) deyimi ataları/ecdadı ifade eder."
offline_2610,Dîrok,2,answers,Newroz bi kîjan demsal û mehê re têkildar e?,Kış / Aralık | Yaz / Temmuz | İlkbahar / Mart | Sonbahar / Eylül,İlkbahar / Mart,"Newroz, ilkbaharın başlangıcı olarak 21 Mart ile özdeşleşir."
offline_2625,Ziman,3,answers,"Di Kurmancî de lêkera ""çûn"" tê çi wateyê?",Gitmek | Yemek | Görmek | Gelmek,Gitmek,'çûn' → Gitmek.
offline_2628,Ziman,3,answers,"Di Kurmancî de ""dîtin"" tê çi wateyê?",Gitmek | Vermek | Görmek | Duymak,Görmek,'dîtin' → Görmek.
offline_2629,Ziman,3,answers,"Di Kurmancî de lêkera ""kirin"" tê çi wateyê?",Hafıza/akıl | Yapmak/etmek | evet ve hayır | Gelecek zaman,Yapmak/etmek,"""Kirin"" yapmak/etmek demektir."
offline_2638,Dîrok,5,answers,"""Hesenwayhîler"" li kîjan herêmê hukim kiriye, xanedaneke Kurd e?",Kafkasya (Gence-Ani çevresi) | Batı İran / Zagros çevresi | Şeref Han (Bitlis beyi) | Irak Kürt ulusal hareketi,Batı İran / Zagros çevresi,"Hesenwayhîler, Orta Çağ'da Batı İran-Zagros çevresinde hüküm sürmüş bir Kürt hanedanıdır."
offline_2639,Dîrok,3,answers,Di efsaneya Newrozê de Dehak wek kesekî çawa tê vegotin?,Kahraman bir asker | Bilge bir hâkim | Zalim bir kral/tiran | Cömert bir tüccar,Zalim bir kral/tiran,"Newroz anlatısında Dehak, halka zulmeden zalim bir kral/tiran olarak betimlenir."
offline_2644,Cografya,5,answers,"""Erzirom"" bilêvkirina Kurdî-herêmî ya kîjan bajarî ye?",Kars | Erzurum | Erzincan | Ağrı,Erzurum,"""Erzirom"", Erzurum şehrinin Kürtçe-yerel söylenişidir."
offline_2651,Siyaset,4,answers,Demokratik konfederalizm li hemberî dewletê kîjan helwestê dipejirîne?,"Devlet-dışı, tabandan örgütlenen öz yönetimi | Devleti aşan, ona alternatif bir öz yönetim | Hem reel sosyalizmi hem kapitalizmi olduğu gibi | Farklı kimlik ve inançların bir arada yaşamasını","Devleti aşan, ona alternatif bir öz yönetim","Demokratik konfederalizm, devleti ele geçirmeyi değil; onu aşan, alternatif bir toplumsal öz yönetim kurmayı hedefler."
offline_2653,Siyaset,3,prompt+answers,"""Çoğulculuk"" di neteweya demokratîk de çi misoger dike?","Türkiye’de yasal pro-Kürt/sol-demokratik parti siyaseti | Kapitalist modernite ve merkezi ulus-devlet eleştirisi | Yerel yönetim, eğitim ve ekonomi gibi alanlarda | Farklı kimlik ve inançların bir arada yaşamasını",Farklı kimlik ve inançların bir arada yaşamasını,"Çoğulculuk, demokratik ulusta farklı kimlik ve inançların eşit biçimde bir arada yaşamasını güvence altına alır."
offline_2658,Ziman,3,answers,"Di Kurmancî de ""bîst"" kîjan hejmar e?",Yirmi | Vatan/ülke | güzel/iyi | Sabah/yarın,Yirmi,"""Bîst"" yirmi demektir."
offline_2668,Dîrok,5,answers,Selahaddînê Eyûbî li kîjan bajarî ji dayik bûye?,Bağdat | Kahire | Tikrit | İstanbul,Tikrit,"Selahaddin Eyyubi, bugünkü Irak'ta yer alan Tikrit'te doğmuştur."
offline_2682,Paradigma,4,answers,"""Ekolojik toplum"" ji civaka pîşesaziyê bi kîjan aliyê ve cuda dibe?",Doğayı yalnızca sömürü nesnesi olarak görmemesiyle | Toplumsal bilinç ve özgür düşünceyi geliştirmeyi | Dünya çapında kadın özgürlüğü sembolü olmuştur | Toplumun kendini koruma ve örgütleme hakkını,Doğayı yalnızca sömürü nesnesi olarak görmemesiyle,"Ekolojik toplum, doğayı sınırsız sömürülecek bir nesne olarak görmemesiyle sanayi toplumundan ayrılır."
offline_2692,Çand,5,answers,Serokatiya olî ya civaka Êzidî bi kevneşopî ji aliyê kê ve tê meşandin?,Kına (hene) gecesi | Mîr ve Baba Şeyh | çîrokan vedibêje | Baharatlı pirinç,Mîr ve Baba Şeyh,Êzidî toplumunda dinî-toplumsal önderlik geleneksel olarak Mîr ve Baba Şeyh tarafından yürütülür.
offline_2696,Dîrok,5,answers,Peymana ku şûna Sevrê girt û statuya Kurdan tê de tune kîjan e?,Lozan (1923) | Dîcle û Ferat | Sünni İslam | 19. yüzyıl,Lozan (1923),"1923 Lozan Antlaşması, Sevr'in yerine geçmiş ve Kürtlere dair bir statü içermemiştir."
offline_2699,Edebiyat,4,answers,Mehmed Uzun berhemên xwe bi piranî bi kîjan zimanî nivîsandiye?,Doğa ve kuşlar | Kürtçe (Kurmancî) | Yazar ve aydın | 15-18. yüzyıllar,Kürtçe (Kurmancî),"Mehmed Uzun, İsveç'te yaşamasına rağmen eserlerini ağırlıkla Kürtçe (Kurmancî) yazmıştır."
offline_2705,Cografya,5,answers,"""Çiyayê Sîpan"" nêzîkî kîjan golê ye?",Van Gölü | Eğirdir Gölü | Tuz Gölü | Beyşehir Gölü,Van Gölü,"Çiyayê Sîpan (Süphan Dağı), Van Gölü'nün kuzeyinde yer alır."
offline_2710,Siyaset,3,answers,"Di paradîgmayê de mafê ""Anadil"" herî zêde bi çi re tê têkildarkirin?",Yerel/bölgesel düzeyde | Kültürel varoluş ve kimlik | Yerel komünlerden üst meclislere | Kadın dayanışması ve özgürlüğü,Kültürel varoluş ve kimlik,"Anadil hakkı, kültürel varoluş ve kimliğin sürdürülmesiyle ilişkilendirilir."
offline_2722,Ziman,3,answers,"Di Kurmancî de ""zer"" kîjan reng e?",Sarı | Kırmızı | Yeşil | Siyah,Sarı,'zer' → Sarı.
offline_2724,Çand,3,answers,Di çanda gelêrî ya Kurdî de girîngiya ku ji çiyayan re tê dayîn herî zêde bi çi tê ravekirin?,İranlılar ve birçok halk (Nevruz olarak) | Tarih boyunca dağlık coğrafyada yaşamayla | Zulme karşı direniş ve yeniden doğuş | Halay çekilir ve ateşin üstünden atlanır,Tarih boyunca dağlık coğrafyada yaşamayla,"Kürtlerin dağlara verdiği önem, tarih boyunca dağlık bir coğrafyada yaşamalarıyla ilişkilidir."
offline_2727,Dîrok,5,answers,Selahaddînê Eyûbî piştî kîjan şerî Qudsê vegerand?,Hıttin Savaşı (1187) | Ankara Savaşı | Çanakkale Savaşı | Malazgirt Savaşı,Hıttin Savaşı (1187),"Selahaddin Eyyubi, 1187 Hıttin Savaşı'nın ardından Kudüs'ü geri almıştır."
offline_2741,Siyaset,3,prompt+answers,"""Barış ve demokratik siyaset"" kîjan rêbazê red dike?",Kadın kotası | Yerel meclis ve komünlerde | Şiddet ve dayatmayı | Kadın dayanışması ve özgürlüğü,Şiddet ve dayatmayı,"Barış ve demokratik siyaset, çözüm yöntemi olarak şiddet ve dayatmayı reddeder."
offline_2780,Ziman,3,answers,"Di Kurmancî de ""aştî"" tê çi wateyê?",Öfke | Barış | Savaş | Korku,Barış,'aştî' → Barış.
offline_2782,Çand,4,answers,Di Êzidîtiyê de kevneşopiya duakirina ber bi rojê ve çi nîşan dide?,Işığa/güneşe verilen kutsallığı | Melek Tavus ve ışık/güneş motifi | gündelik kültür ile ilişkilidir | toplumsal bağları güçlendirme,Işığa/güneşe verilen kutsallığı,"Êzidî geleneğinde güneşe/ışığa verilen kutsallık, ibadet biçimlerine de yansır."
offline_2787,Edebiyat,3,answers,Hilgirên herî girîng ên wêjeya devkî ya kurdî kî ne?,Askerler | Denizciler | Tüccarlar | Dengbêjler,Dengbêjler,Kürt sözlü edebiyatının en önemli taşıyıcıları dengbêjlerdir.
offline_2790,Cografya,3,answers,"""Euphrates"" navê din ê kîjan çem e?",Aras | Ren | Dicle | Fırat,Fırat,"""Euphrates"", Fırat Nehri'nin (uluslararası) adıdır."
offline_2801,Muzîk,3,answers,"Govend, dengbêjlik ve kilam birlikte neyi oluşturur?",Kürt müzik-kültür mirasını | Klasik Batı müziğini | Modern pop endüstrisini | Caz geleneğini,Kürt müzik-kültür mirasını,"Govend, dengbêjlik ve kilam birlikte zengin bir Kürt müzik-kültür mirasını oluşturur."
offline_2803,Ziman,3,answers,"Di Kurmancî de ""bîr"" tê çi wateyê?",teşekkürler | Ben iyiyim | iyi günler | Hafıza/akıl,Hafıza/akıl,"""Bîr"" hafıza/akıl anlamına gelir (ör. bîr anîn = hatırlamak)."
offline_2804,Ziman,2,answers,"Di Kurmancî de ""kar"" tê çi wateyê?",Oyun | Tatil | Uyku | İş,İş,'kar' → İş.
offline_2811,Dîrok,4,answers,"Di dîroka kurdî de piştî ""beylikler dönemi"" kîjan pêvajo hatiye jiyîn?",Med İmparatorluğu (Pers öncesi) | Merkezîleşme ve doğrudan yönetim | KYB (Kürdistan Yurtseverler Birliği) | maddi kalıntılarla geçmişi araştırma,Merkezîleşme ve doğrudan yönetim,Beylikler döneminin ardından merkezîleşme politikalarıyla doğrudan yönetim süreci yaşanmıştır.
offline_2818,Cografya,4,answers,"Navên ""Cizîr ve Botan"" bi kîjan herêma dîrokî ve tên bibîranîn?",Botan/Cizre bölgesi (güneydoğu) | Herêma Kurdistanê ya Iraqê | Kürt coğrafyasındaki dağlar | Bereketli Hilal/Mezopotamya,Botan/Cizre bölgesi (güneydoğu),"Cizîr ve Botan, güneydoğudaki tarihî Botan-Cizre bölgesiyle anılır."
offline_2820,Paradigma,4,answers,"""Demokratik modernite"" derbaskirina kîjan sê krîzan armanc dike?","Borsa, döviz ve faiz sorunlarını | Trafik, enflasyon ve işsizlik krizlerini | Spor, sanat ve turizm sorunlarını | Ekoloji, kadın ve demokrasi krizlerini","Ekoloji, kadın ve demokrasi krizlerini","Demokratik modernite; ekolojik, kadın ve demokrasi krizlerini aşmayı hedefler."
offline_2823,Siyaset,3,answers,"""Demokratik çözüm"" kîjan nirxan pêşanî dike?","Sınır, ordu ve bayrağı | Eşitlik, özgürlük ve barışı | Hiyerarşi, zenginlik ve gücü | Rekabet, kâr ve mülkiyeti","Eşitlik, özgürlük ve barışı","Demokratik çözüm; eşitlik, özgürlük ve barış değerlerini önceler."
offline_2825,Muzîk,3,answers,"""Kilam, stran ve lawik"" bi hevpariyê wek kî tê naskirin?",ji bo pitikan | Kürt ezgi türleri | Sözlü kültürel miras | bê amûr (a capella),Kürt ezgi türleri,"Kilam, stran ve lawik, Kürt sözlü-müzikal geleneğinin ezgi türleridir."
offline_2826,Dîrok,3,answers,"""Şerefname"" ji aliyê kê ve hatiye nivîsandin?",serokê Komara Mehabadê | Şeref Han (Bitlis beyi) | kanıtlardan anlam çıkarma | kalıcı yerleşim düzeni,Şeref Han (Bitlis beyi),"Şerefname, Bitlis beyi Şeref Han tarafından 1597'de yazılmıştır."
offline_5000,Ziman,3,answers,"Rast e an şaş e: Kurmancî ""nanxane"" = ""yemekhane"".",Rast | Şaş,Rast,"""nanxane"" ""yemekhane"" demektir."
offline_5012,Ziman,4,answers,"Peyva Kurmancî ""dê"" bi Tirkî çi tê gotin?",anne | hava | kanî | xweş,anne,"Doğru anlam: ""dê"" → ""anne""."
offline_5019,Ziman,5,answers,"""derî"" (Kurmancî) bi Tirkî kîjan wateyê digire?",kaya | kapı | Rast | ateş,kapı,'derî' → kapı.
offline_5030,Ziman,3,prompt,"Kîjan ji van peyva Kurmancî ye ku wateya wê ""yaşlı/ihtiyar"" ye?",pîr | Ben | îro | poz,pîr,'yaşlı/ihtiyar' → pîr.
offline_5031,Ziman,1,answers,"Peyva Kurmancî ""av"" bi Tirkî çi tê gotin?",Ay | su | iş | av,su,"""av"" kelimesi ""su"" demektir."
