candidate_id,source,license,source_category,difficulty,prompt_en,option_a_en,option_b_en,option_c_en,option_d_en,correct_option,source_entity,translation_status,editorial_status,controlled_disposition,controlled_note
opentdb_0078,Open Trivia Database API,CC BY-SA 4.0,Science & Nature,medium,Gannymede is the largest moon of which planet?,Jupiter,Uranus,Neptune,Mars,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0079,Open Trivia Database API,CC BY-SA 4.0,Science & Nature,easy,What is the hottest planet in the solar system,Venus,Jupiter,Mercury ,Mars,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0080,Open Trivia Database API,CC BY-SA 4.0,Science & Nature,medium,"Where did the dog breed ""Chihuahua"" originate?",Mexico,France,Spain,Russia,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0081,Open Trivia Database API,CC BY-SA 4.0,Science & Nature,hard,What is the most potent toxin known?,Botulinum toxin,Ricin,Cyanide,Asbestos,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0082,Open Trivia Database API,CC BY-SA 4.0,Science & Nature,hard,What was the first organic compound to be synthesized from inorganic compounds?,Urea,Propane,Ethanol,Formaldehyde,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0083,Open Trivia Database API,CC BY-SA 4.0,Science & Nature,medium,Which of the following is NOT a passive electrical component?,Transistor,Resistor,Capacitor,Inductor,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0084,Open Trivia Database API,CC BY-SA 4.0,Science & Nature,medium,What are the smallest blood vessels in the human body?,Capillaries,Arterioles,Veinules,Lymphatics,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0085,Open Trivia Database API,CC BY-SA 4.0,Science & Nature,medium,What is the molecular formula of the active component of chili peppers(Capsaicin)?,C18H27NO3,C21H23NO3,C6H4Cl2,C13H25NO4,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0086,Open Trivia Database API,CC BY-SA 4.0,Science & Nature,medium,"In aeronautics, flaps and slats are used to control what on an aircraft?",Lift,Thrust,Drag,Weight ,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0087,Open Trivia Database API,CC BY-SA 4.0,Science & Nature,easy,Stars consist mainly of hydrogen and which other gas?,Helium,Oxygen,Argon,Nitrogen,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0088,Open Trivia Database API,CC BY-SA 4.0,Science & Nature,medium,What term is best associated with Sigmund Freud?,Psychoanalysis,Cognitive-Behavioral Therapy,Theory of Gravity,Dialectical Behavior Therapy,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0089,Open Trivia Database API,CC BY-SA 4.0,Science & Nature,hard,Which of these is used to show that Earth spins on an axis? ,Foucault Pendulum ,Polaris,Sundial,Tectonic Plates ,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0090,Open Trivia Database API,CC BY-SA 4.0,Science & Nature,easy,"This element, when overcome with extreme heat and pressure, creates diamonds.",Carbon,Nitrogen,Oxygen,Hydrogen,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0091,Open Trivia Database API,CC BY-SA 4.0,Science & Nature,hard,What is the same in Celsius and Fahrenheit?,-40,32,-39,-42,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0092,Open Trivia Database API,CC BY-SA 4.0,Science & Nature,medium,What is the lowest layer of the Earth's atmosphere named?,Troposphere,Stratosphere,Mesosphere,Thermosphere,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0093,Open Trivia Database API,CC BY-SA 4.0,Science & Nature,medium,"What polymer is used to make CDs, safety goggles and riot shields?",Polycarbonate,Rubber,Nylon,Bakelite,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0094,Open Trivia Database API,CC BY-SA 4.0,Science & Nature,medium,What is the atomic number of Uranium ,92,235,17,167,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0095,Open Trivia Database API,CC BY-SA 4.0,Science & Nature,medium,What is the name of the cognitive bias wherein a person with low ability in a particular skill mistake themselves as being superior?,Dunning-Kruger effect,Meyers-Briggs effect,Müller-Lyer effect,Freud-Hall effect,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0096,Open Trivia Database API,CC BY-SA 4.0,Science & Nature,medium,"Which desert is the only desert in the world where the ""Saguaro"" cactus grows indigenously?",The Sonoran Desert,The Gobi Desert,The Yuma Desert,The Arabian Desert,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0097,Open Trivia Database API,CC BY-SA 4.0,Science & Nature,easy,What is the official name of the star located closest to the North Celestial Pole?,Polaris,Eridanus,Gamma Cephei,Iota Cephei,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0098,Open Trivia Database API,CC BY-SA 4.0,Science & Nature,easy,The human heart has how many chambers?,4,2,6,3,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0099,Open Trivia Database API,CC BY-SA 4.0,Science & Nature,hard,Where in the human body is the Pineal Gland located?,Brain,Groin,Chest,Throat,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0100,Open Trivia Database API,CC BY-SA 4.0,Science & Nature,easy,Which element has the chemical symbol 'Fe'?,Iron,Gold,Silver,Tin,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0101,Open Trivia Database API,CC BY-SA 4.0,Geography,medium,Which of these countries is not a United Nations member state?,Niue,Tuvalu,South Sudan,Montenegro,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0102,Open Trivia Database API,CC BY-SA 4.0,Geography,medium,How many time zones are in Russia?,11,8,5,2,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0103,Open Trivia Database API,CC BY-SA 4.0,Geography,medium,How many provinces are in the Netherlands?,12,14,10,13,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0104,Open Trivia Database API,CC BY-SA 4.0,Geography,easy,What is the capital of Scotland?,Edinburgh,Glasgow,Dundee,London,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0105,Open Trivia Database API,CC BY-SA 4.0,Geography,easy,What is the name of the peninsula containing Spain and Portugal?,Iberian Peninsula,European Peninsula,Peloponnesian Peninsula,Scandinavian Peninsula,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0106,Open Trivia Database API,CC BY-SA 4.0,Geography,hard,What was the original name of Ho Chi Minh City?,Saigon,Hanoi,Dar Es Salaam,Angkor Wat,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0107,Open Trivia Database API,CC BY-SA 4.0,Geography,easy,Which nation claims ownership of Antarctica?,"No one, but there are claims.",United States of America,United Nations,Australia,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0108,Open Trivia Database API,CC BY-SA 4.0,Geography,medium,How many rivers are in Saudi Arabia?,0,1,2,3,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0109,Open Trivia Database API,CC BY-SA 4.0,Geography,easy,How many US states start with the letter K?,Two,One,None,Three,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0110,Open Trivia Database API,CC BY-SA 4.0,Geography,easy,Which city is the biggest in Canada?,Toronto,Montreal,Vancouver,Ottawa,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0111,Open Trivia Database API,CC BY-SA 4.0,Geography,medium,Which of the following is not a megadiverse country - one that harbors a high number of the earth's endemic species?,Thailand,Peru,Mexico,South Africa,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0112,Open Trivia Database API,CC BY-SA 4.0,Geography,easy,What state is the largest state of the United States of America?,Alaska,California,Texas,Washington,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0113,Open Trivia Database API,CC BY-SA 4.0,Geography,medium,Which of these Japanese islands is the largest by area?,Shikoku,Iki,Odaiba,Okinawa,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0114,Open Trivia Database API,CC BY-SA 4.0,Geography,hard,What is the capital city of Bermuda?,Hamilton,Santo Dominigo,San Juan,Havana,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0115,Open Trivia Database API,CC BY-SA 4.0,Geography,easy,What is the only state in the United States that does not have a flag in a shape with 4 edges?,Ohio,Florida,Idaho,New Mexico,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0116,Open Trivia Database API,CC BY-SA 4.0,Geography,medium,What is the capital of Ecuador?,Quito,Bogota,Santiago,Santa Fé,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0117,Open Trivia Database API,CC BY-SA 4.0,Geography,medium,In which English county is the city of Portsmouth?,Hampshire,Oxfordshire,Buckinghamshire,Surrey,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0118,Open Trivia Database API,CC BY-SA 4.0,Geography,easy,What is the 15th letter of the Greek alphabet?,Omicron (Ο),Sigma (Σ),Pi (Π),Nu (Ν),A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0119,Open Trivia Database API,CC BY-SA 4.0,Geography,hard,The mountainous Khyber Pass connects which of the two following countries?,Afghanistan and Pakistan,India and Nepal,Pakistan and India,Tajikistan and Kyrgyzstan,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0120,Open Trivia Database API,CC BY-SA 4.0,Geography,easy,Greenland is a part of which kingdom?,Denmark,Sweden,Norway,United Kingdom,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0121,Open Trivia Database API,CC BY-SA 4.0,Geography,medium,All of the following are towns/villages in the Pacific Island nation of Kiribati EXCEPT:,Urutora,Rungata,London,Washington,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0122,Open Trivia Database API,CC BY-SA 4.0,Geography,medium,Which is the smallest country in the world?,Vatican City,Lesotho,Monaco City,Titania,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0123,Open Trivia Database API,CC BY-SA 4.0,Geography,medium,What continent is the country Lesotho in?,Africa,Asia,South America,Europe,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0124,Open Trivia Database API,CC BY-SA 4.0,Geography,easy,"Vatican City, the smallest country in the world, is fully enclosed by which country?",Italy,France,Spain,Germany,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0125,Open Trivia Database API,CC BY-SA 4.0,Geography,hard,How many countries border Kyrgyzstan?,4,3,1,6,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0126,Open Trivia Database API,CC BY-SA 4.0,Geography,medium,Which is the largest city in Morocco?,Casablanca,Rabat,Fes,Sale,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0127,Open Trivia Database API,CC BY-SA 4.0,Geography,medium,Which one of these archipelagos are NOT a part of the United Kingdom?,The Channel Islands ,Orkney Islands,Isles of Scilly,Shetland Islands ,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0128,Open Trivia Database API,CC BY-SA 4.0,Geography,medium,Which of the following countries does NOT recognize Armenia as an independent country?,Pakistan,Iran,Turkey,Azerbaijan,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0129,Open Trivia Database API,CC BY-SA 4.0,Geography,easy,Which country was NOT part of the Soviet Union?,Romania,Turkmenistan,Belarus,Tajikistan,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0130,Open Trivia Database API,CC BY-SA 4.0,Geography,medium,Where are the Nazca Lines located?,Peru,Brazil,Colombia,Ecuador,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_0131,Open Trivia Database API,CC BY-SA 4.0,Geography,medium,Which of the following countries is an island?,Cyprus,Azerbaijan,El Salvador,Djibouti,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
