id,category,language_code,prompt,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty,is_approved,question_type,image_url,source_url
offline_0112,Ziman,ku-kmr,"""doğru"" anlamına gelen Kurmancî kelime hangisidir?",Ateş,Soru,xweş,rast,D,"""doğru"" için doğru karşılık ""rast""tir.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_0113,Ziman,ku-kmr,"Peyva ""rast"" ""doğru"" anlamına gelir.",Rast,Şaş,-,-,A,"""rast"" için doğru anlam ""doğru""tir.",3,true,true_false,,zankurd_seed_rich_v2
offline_0114,Ziman,ku-kmr,"Peyva ""rast"" ""yanlış"" anlamına gelir.",Rast,Şaş,-,-,B,"""rast"" ""doğru"" demektir; ""şaş"" ise ""yanlış"" anlamına gelir.",3,true,true_false,,zankurd_seed_rich_v2
offline_0115,Ziman,ku-kmr,"Görsel etiketi ""rast"" kavramını gösteriyor. Doğru anlam hangisidir?",doğru,zarok,Siyah,were!,A,"Görsel soru ""rast"" kelimesini pekiştirir.",3,true,visual,asset://assets/question_images/rast.webp,zankurd_seed_rich_v2
offline_0116,Ziman,ku-kmr,"Di Kurmancî de peyva ""pir"" bi Tirkî çi ye?",Ben,Sen,min,çok,D,"""pir"" kelimesi ""çok"" anlamına gelir.",4,true,multiple_choice,,zankurd_seed_rich_v2
offline_0117,Ziman,ku-kmr,"""çok"" anlamına gelen Kurmancî kelime hangisidir?",min,pir,dün,Ben,B,"""çok"" için doğru karşılık ""pir""tir.",4,true,multiple_choice,,zankurd_seed_rich_v2
offline_0118,Ziman,ku-kmr,"Peyva ""pir"" ""çok"" anlamına gelir.",Rast,Şaş,-,-,A,"""pir"" için doğru anlam ""çok""tir.",4,true,true_false,,zankurd_seed_rich_v2
offline_0119,Ziman,ku-kmr,"Peyva ""pir"" ""az"" anlamına gelir.",Rast,Şaş,-,-,B,"""pir"" ""çok"" demektir; ""kêm"" ise ""az"" anlamına gelir.",4,true,true_false,,zankurd_seed_rich_v2
offline_0120,Ziman,ku-kmr,"Görsel etiketi ""pir"" kavramını gösteriyor. Doğru anlam hangisidir?",duh,dün,min,çok,D,"Görsel soru ""pir"" kelimesini pekiştirir.",4,true,visual,asset://assets/question_images/pir.webp,zankurd_seed_rich_v2
offline_0121,Ziman,ku-kmr,"Di Kurmancî de peyva ""destpêk"" bi Tirkî çi ye?",Ben iyiyim,Nasılsın?,Dokuz (9),başlangıç,D,"""destpêk"" kelimesi ""başlangıç"" anlamına gelir.",5,true,multiple_choice,,zankurd_seed_rich_v2
offline_0122,Ziman,ku-kmr,"""başlangıç"" anlamına gelen Kurmancî kelime hangisidir?",sayılar,ad/isim,destpêk,Beş (5),C,"""başlangıç"" için doğru karşılık ""destpêk""tir.",5,true,multiple_choice,,zankurd_seed_rich_v2
offline_0123,Ziman,ku-kmr,"Peyva ""destpêk"" ""başlangıç"" anlamına gelir.",Rast,Şaş,-,-,A,"""destpêk"" için doğru anlam ""başlangıç""tir.",5,true,true_false,,zankurd_seed_rich_v2
offline_0124,Ziman,ku-kmr,"Peyva ""destpêk"" ""son"" anlamına gelir.",Rast,Şaş,-,-,B,"""destpêk"" ""başlangıç"" demektir; ""dawî"" ise ""son"" anlamına gelir.",5,true,true_false,,zankurd_seed_rich_v2
offline_0125,Ziman,ku-kmr,"Görsel etiketi ""destpêk"" kavramını gösteriyor. Doğru anlam hangisidir?",başlangıç,güzel/iyi,Duygu/his,Ben iyiyim,A,"Görsel soru ""destpêk"" kelimesini pekiştirir.",5,true,visual,asset://assets/question_images/destpek.webp,zankurd_seed_rich_v2
offline_2001,Ziman,ku-kmr,"Di Kurmancî de ""yek, du, sê"" çi ne?",sayılar,renkler,günler,aylar,A,"""yek, du, sê"" 1, 2, 3 sayılarıdır.",1,true,multiple_choice,,zankurd_seed_rich_v2
offline_2002,Ziman,ku-kmr,"""Sor, kesk û zer"" çi ne?",renkler,sayılar,mevsimler,yönler,A,"Sor (kırmızı), kesk (yeşil) ve zer (sarı) renktir.",1,true,multiple_choice,,zankurd_seed_rich_v2
offline_2003,Ziman,ku-kmr,"Peyva ""dê"" bi Tirkî çi ye?",anne,baba,kardeş,amca,A,"""dê"" (dayik) anne demektir.",1,true,multiple_choice,,zankurd_seed_rich_v2
offline_2004,Ziman,ku-kmr,"Peyva ""bav"" bi Tirkî çi ye?",baba,anne,dede,oğul,A,"""bav"" baba demektir.",1,true,multiple_choice,,zankurd_seed_rich_v2
offline_2005,Ziman,ku-kmr,"Peyva ""nan"" bi Tirkî çi ye?",Siyah,Büyük,ekmek,biçûk,C,"""nan"" ekmek demektir.",1,true,multiple_choice,,zankurd_seed_rich_v2
offline_2006,Ziman,ku-kmr,"Peyva ""şev"" bi Tirkî ""gece"" ye.",Rast,Şaş,-,-,A,"""şev"" gece demektir; gündüz ise ""roj""tur.",1,true,true_false,,zankurd_seed_rich_v2
offline_2007,Ziman,ku-kmr,"Silava ""Rojbaş"" bi Tirkî çi ye?",iyi günler,iyi geceler,hoşça kal,görüşürüz,A,"""Rojbaş"" gün içinde kullanılan ""iyi günler"" selamıdır.",1,true,multiple_choice,,zankurd_seed_rich_v2
offline_2008,Ziman,ku-kmr,"Peyva ""spas"" bi Tirkî çi ye?",teşekkürler,lütfen,özür dilerim,merhaba,A,"""spas"" teşekkür etmek için kullanılır.",1,true,multiple_choice,,zankurd_seed_rich_v2
offline_2009,Ziman,ku-kmr,"""Erê"" û ""na"" bi Tirkî çi ne?",evet ve hayır,var ve yok,az ve çok,gel ve git,A,"""erê"" evet, ""na"" hayır demektir.",1,true,multiple_choice,,zankurd_seed_rich_v2
offline_2010,Ziman,ku-kmr,"""Pirtûkên min"" tê çi wateyê?",benim kitaplarım,senin kitabın,onun defteri,bizim evimiz,A,"""-ên"" çoğul ezafesi, ""min"" ise ""benim"" anlamını verir.",2,true,multiple_choice,,zankurd_seed_rich_v2
offline_2011,Ziman,ku-kmr,"Cînavka ""ez"" bi Tirkî çi ye?",ben,sen,o,biz,A,"""ez"" birinci tekil kişi zamiridir: ben.",1,true,multiple_choice,,zankurd_seed_rich_v2
offline_2012,Ziman,ku-kmr,"""Tu çawa yî?"" bi Tirkî çi ye?",Nasılsın?,Neredesin?,Kimsin?,Ne yapıyorsun?,A,"""çawa"" nasıl demektir; ""Tu çawa yî?"" = ""Nasılsın?""",2,true,multiple_choice,,zankurd_seed_rich_v2
offline_2013,Ziman,ku-kmr,"""Ez baş im"" tê çi wateyê?",Ben iyiyim,Ben yorgunum,Ben hastayım,Ben buradayım,A,"""baş"" iyi demektir; ""Ez baş im"" = ""Ben iyiyim"".",2,true,multiple_choice,,zankurd_seed_rich_v2
offline_2014,Ziman,ku-kmr,"Cînavka ""em"" bi Tirkî ""biz"" e.",Rast,Şaş,-,-,A,"""em"" birinci çoğul kişi zamiridir: biz.",2,true,true_false,,zankurd_seed_rich_v2
offline_2015,Ziman,ku-kmr,"""Hûn ji ku ne?"" bi Tirkî çi ye?",Siz nerelisiniz?,Siz kimsiniz?,Nereye gidiyorsunuz?,Ne zaman geldiniz?,A,"""ji ku"" nereden/nereli anlamını verir.",2,true,multiple_choice,,zankurd_seed_rich_v2
offline_2016,Ziman,ku-kmr,"Ji rojên hefteyê ""Duşem"" kîjan roj e?",Yüz (100),Dokuz (9),Nasılsın?,Pazartesi,D,"""Duşem"" haftanın ilk iş günü olan pazartesidir.",2,true,multiple_choice,,zankurd_seed_rich_v2
offline_2017,Ziman,ku-kmr,"Peyva ""îro"" bi Tirkî çi ye?",bugün,dün,yarın,şimdi,A,"""îro"" bugün demektir.",1,true,multiple_choice,,zankurd_seed_rich_v2
offline_2018,Ziman,ku-kmr,"""Duh"" û ""sibê"" bi Tirkî çi ne?",dün ve yarın,sabah ve akşam,gece ve gündüz,er ve geç,A,"""duh"" dün, ""sibê"" yarın demektir.",2,true,multiple_choice,,zankurd_seed_rich_v2
offline_2019,Ziman,ku-kmr,"""Zivistan"" kîjan demsal e?",kış,yaz,ilkbahar,sonbahar,A,"""zivistan"" kış mevsimidir.",1,true,multiple_choice,,zankurd_seed_rich_v2
offline_2020,Ziman,ku-kmr,"""Havîn"" bi Tirkî çi ye?",yaz,kış,ilkbahar,sonbahar,A,"""havîn"" yaz mevsimidir.",1,true,multiple_choice,,zankurd_seed_rich_v2
offline_2021,Ziman,ku-kmr,"""Bihar"" bi Tirkî ""sonbahar"" e.",Rast,Şaş,-,-,B,"""bihar"" ilkbahardır; sonbahar ""payîz""dir.",2,true,true_false,,zankurd_seed_rich_v2
offline_2022,Ziman,ku-kmr,"""Payîz"" kîjan demsal e?",sonbahar,ilkbahar,yaz,kış,A,"""payîz"" sonbahar mevsimidir.",2,true,multiple_choice,,zankurd_seed_rich_v2
offline_2023,Ziman,ku-kmr,"Di hevoka ""Ez diçim malê"" de lêker (fiil) kîjan e?",diçim,ez,malê,tu yek,A,"""diçim"" (gidiyorum) cümlenin çekimli fiilidir.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2024,Ziman,ku-kmr,Dema niha (şimdiki zaman) bi kîjan pêşgirê çêdibe?,di-,bi-,ne-,ve-,A,"Şimdiki zaman ""di-"" öneki ile kurulur: dixwim, diçim.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2025,Ziman,ku-kmr,"Neyîniya (olumsuz) ""ez dizanim"" çi ye?",ez nizanim,ez nadizanim,ez ne dizanim,ne ez dizanim,A,"""zanîn"" fiilinin olumsuzu özel biçimde ""nizanim"" olur.",4,true,multiple_choice,,zankurd_seed_rich_v2
offline_2026,Ziman,ku-kmr,"""Min nan xwar"" kîjan dem e?",geçmiş zaman,şimdiki zaman,gelecek zaman,emir kipi,A,"""Min nan xwar"" (ekmek yedim) geçmiş zamandır (dema borî).",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2027,Ziman,ku-kmr,"Fermana (emir kipi) lêkera ""hatin"" çi ye?",were!,here!,bixwe!,rûne!,A,"""hatin"" (gelmek) fiilinin emir kipi ""were!"" (gel!) olur.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2028,Ziman,ku-kmr,"Fermana lêkera ""çûn"" çi ye?",here!,were!,bibêje!,binivîse!,A,"""çûn"" (gitmek) fiilinin emir kipi ""here!"" (git!) olur.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2029,Ziman,ku-kmr,"""Ez ê biçim"" dema bê (gelecek zaman) e.",Rast,Şaş,-,-,A,"""ê + b-"" kalıbı gelecek zamanı kurar: ez ê biçim = gideceğim.",3,true,true_false,,zankurd_seed_rich_v2
offline_2030,Ziman,ku-kmr,"Dijwateya (zıt anlamlısı) ""mezin"" çi ye?",biçûk,bilind,dirêj,fireh,A,"""mezin"" büyük, ""biçûk"" küçük demektir.",2,true,multiple_choice,,zankurd_seed_rich_v2
offline_2031,Ziman,ku-kmr,"Dijwateya ""germ"" çi ye?",sar,hênik,şil,zuwa,A,"""germ"" sıcak, ""sar"" soğuk demektir.",2,true,multiple_choice,,zankurd_seed_rich_v2
offline_2032,Ziman,ku-kmr,"Dijwateya ""spî"" çi ye?",reş,sor,şîn,zer,A,"""spî"" beyaz, ""reş"" siyah demektir.",2,true,multiple_choice,,zankurd_seed_rich_v2
offline_2033,Ziman,ku-kmr,"Dijwateya ""dûr"" çi ye?",nêzîk,kûr,bilind,kin,A,"""dûr"" uzak, ""nêzîk"" yakın demektir.",2,true,multiple_choice,,zankurd_seed_rich_v2
offline_2034,Ziman,ku-kmr,"Di ""Ev der pir xweş e"" de ""xweş"" çi wateyê dide?",güzel/hoş,soğuk,kalabalık,uzak,A,"""xweş"" güzel, hoş anlamına gelir.",2,true,multiple_choice,,zankurd_seed_rich_v2
offline_2035,Ziman,ku-kmr,"Hejmara ""deh"" bi Tirkî çi ye?",on,iki,beş,yüz,A,"""deh"" on (10) demektir.",2,true,multiple_choice,,zankurd_seed_rich_v2
offline_2036,Ziman,ku-kmr,"Hejmara ""pênc"" bi Tirkî çi ye?",beş,dört,altı,dokuz,A,"""pênc"" beş (5) demektir.",2,true,multiple_choice,,zankurd_seed_rich_v2
offline_2037,Ziman,ku-kmr,"""Bîst û yek"" kîjan hejmar e?",21,12,31,20,A,"""bîst"" yirmi, ""yek"" bir: bîst û yek = 21.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2038,Ziman,ku-kmr,"Di ""keça min"" û ""kurê min"" de ""-a"" û ""-ê"" çi nîşan didin?","""Gelo"" sözcüğü ya da tonlama ile",Latin kökenli Hawar alfabesi,zayenda navdêran (dişil/eril),Amca kızı (kuzen),C,"Ezafe eki dişilde ""-a"", erilde ""-ê"" olur; ismin cinsini gösterir.",4,true,multiple_choice,,zankurd_seed_rich_v2
offline_2039,Ziman,ku-kmr,"Tewanga (bükünlü hali) cînavka ""ez"" çi ye?",min,te,wî,me,A,"""ez"" zamirinin bükünlü (oblik) hali ""min""dir.",4,true,multiple_choice,,zankurd_seed_rich_v2
offline_2040,Ziman,ku-kmr,"Tewanga cînavka ""tu"" çi ye?",te,min,wê,we,A,"""tu"" zamirinin bükünlü hali ""te""dir.",4,true,multiple_choice,,zankurd_seed_rich_v2
offline_2041,Ziman,ku-kmr,Kurmancî di dema borî de ji bo lêkerên gerguhêz kîjan avanî bi kar tîne?,ergatîf,akuzatîf,datîf,lokatîf,A,"Geçişli fiillerin geçmiş zamanında ergatif yapı kullanılır: ""Min nan xwar"".",5,true,multiple_choice,,zankurd_seed_rich_v2
offline_2042,Ziman,ku-kmr,"Tîpên ""e"" û ""ê"" di Kurmancî de heman deng in.",Rast,Şaş,-,-,B,"""e"" kısa, ""ê"" ise kapalı uzun bir ünlüdür; farklı seslerdir.",3,true,true_false,,zankurd_seed_rich_v2
offline_2043,Ziman,ku-kmr,Alfabeya Kurmancî ya Latînî ji 31 tîpan pêk tê.,Rast,Şaş,-,-,A,Celadet Alî Bedirxan'ın düzenlediği Latin alfabesi 31 harftir.,4,true,true_false,,zankurd_seed_rich_v2
offline_2044,Ziman,ku-kmr,"Lêkera ""zanîn"" tê çi wateyê?",bilmek,gitmek,yemek,görmek,A,"""zanîn"" bilmek demektir; uygulamanın adı da buradan gelir (ZanKurd).",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2045,Ziman,ku-kmr,"""Hîn bûn"" tê çi wateyê?",öğrenmek,öğretmek,unutmak,hatırlamak,A,"""hîn bûn"" öğrenmek; ""hîn kirin"" ise öğretmek demektir.",4,true,multiple_choice,,zankurd_seed_rich_v2
offline_2046,Ziman,ku-kmr,"Paşgira ""-istan"" çi çêdike?","Kadın, yaşam, özgürlük",Arkadaş/yoldaş,Amca kızı (kuzen),navên cih û welatan,D,"""-istan"" yer/ülke adı türetir: gulistan (gül bahçesi) gibi.",5,true,multiple_choice,,zankurd_seed_rich_v2
offline_2047,Ziman,ku-kmr,"""Zimanê dayikê"" tê wateya ""anadili"".",Rast,Şaş,-,-,A,"""ziman"" dil, ""dayik"" anne: zimanê dayikê = anadili.",2,true,true_false,,zankurd_seed_rich_v2
offline_2048,Ziman,ku-kmr,"""Gund"" bi Tirkî çi ye?",köy,şehir,mahalle,sokak,A,"""gund"" köy demektir; ""bajar"" ise şehirdir.",1,true,multiple_choice,,zankurd_seed_rich_v2
offline_2049,Ziman,ku-kmr,"""Mal"" û ""xanî"" herdu jî bi Tirkî dikarin ""ev"" bin.",Rast,Şaş,-,-,A,"""mal"" yuva/ev, ""xanî"" yapı olarak ev demektir.",3,true,true_false,,zankurd_seed_rich_v2
offline_2050,Ziman,ku-kmr,"""Av vexwarin"" tê çi wateyê?",su içmek,su dökmek,yüzmek,yıkanmak,A,"""vexwarin"" içmek demektir: av vexwarin = su içmek.",2,true,multiple_choice,,zankurd_seed_rich_v2
offline_2230,Ziman,ku-kmr,Kürtçe hangi büyük dil ailesinin Hint-İran koluyla ilişkilendirilir?,Vatan/ülke,Hint-Avrupa,ez nizanim,dün ve yarın,B,"Kürtçe, Hint-Avrupa dil ailesinin Hint-İran/İrani kolundaki Batı İran dilleri içinde değerlendirilir.",2,true,multiple_choice,,zankurd_seed_rich_v2
offline_2231,Ziman,ku-kmr,Kurmancî ve Soranî neyin iki önemli kolu/lehçesi olarak bilinir?,Kürtçenin,Arapçanın,Yunancanın,Rusçanın,A,"Kurmancî ve Soranî, Kürtçe denildiğinde en yaygın iki ana lehçe/standart olarak öne çıkar.",2,true,multiple_choice,,zankurd_seed_rich_v2
offline_2232,Ziman,ku-kmr,Kurmancî çoğunlukla hangi yazı sistemiyle yazılır?,Latin kökenli Hawar alfabesi,Kiril alfabesi dışında hiçbir alfabe,Çivi yazısı,Japon kana sistemi,A,"Kurmancî, özellikle Türkiye ve Suriye bağlamında Latin temelli Hawar alfabesiyle yaygınlaşmıştır.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2233,Ziman,ku-kmr,Soranî Kürtçesi Irak ve İran’da çoğunlukla hangi yazı sistemiyle yazılır?,Arap temelli Kürt alfabesi,Latin Hawar alfabesi dışında hiç yazılmaz,Runik yazı,Gürcü alfabesi,A,"Soranî, Irak ve İran’da Arap temelli Kürt alfabesiyle yaygın biçimde yazılır.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2234,Ziman,ku-kmr,Zazakî ve Goranî için dilbilimde en doğru yaklaşım hangisidir?,Kürt topluluklarıyla güçlü sosyo-kültürel bağı olan ama sınıflandırması tartışmalı İranî diller/lehçeler,"Kategori, seçenek, doğru cevap ve açıklama içeren yapı","Arama, filtreleme ve kişiselleştirilmiş tekrar sistemi kurmaya","Kürt özgürlük paradigmasını kavramsal olarak öğretirken çoğulculuk, barış ve demokratik çözüm dilini korumak",A,"Zazakî ve Goranî, Kürt kimliğiyle ilişkilendirilen ancak dilbilimsel sınıflandırması tartışmalı İranî konuşma biçimleridir.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2235,Ziman,ku-kmr,Kürtçede “roj” kelimesi en temel anlamıyla ne demektir?,Nasılsın?,güzel/iyi,xwendekar,Güneş/gün,D,"Roj, Kürtçede “gün” ve “güneş” anlam alanıyla ilişkilidir; Rojava gibi yer adlarında da görülür.",2,true,multiple_choice,,zankurd_seed_rich_v2
offline_2236,Ziman,ku-kmr,Kürtçede “av” kelimesi ne anlama gelir?,Su,ev,At,-a,A,"Av, Kurmancîde su anlamına gelen temel kelimelerden biridir.",2,true,multiple_choice,,zankurd_seed_rich_v2
offline_2237,Ziman,ku-kmr,Kürtçede “heval” kelimesi genellikle ne demektir?,Arkadaş/yoldaş,teşekkürler,Erkek kardeş,Gelecek zaman,A,"Heval, gündelik kullanımda arkadaş; siyasal-kolektif bağlamda yoldaş anlamında kullanılır.",2,true,multiple_choice,,zankurd_seed_rich_v2
offline_2238,Ziman,ku-kmr,Kürtçe dijital teknoloji açısından neden “az kaynaklı dil” olarak sık anılır?,"Dijital veri, standartlaştırılmış korpus ve NLP kaynağı sınırlı olduğu için","Kategori, seçenek, doğru cevap ve açıklama içeren yapı","Kurmancî gramatik cinsiyeti korur, Soranî büyük ölçüde yitirmiştir","Kavram, tarih, kurum ve haklar üzerinden nesnel bağlam vermek",A,"Kürtçe NLP çalışmalarında korpus, etiketli veri ve dil teknolojisi kaynağı eksikliği önemli bir sorun olarak belirtilir.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2239,Ziman,ku-kmr,KTC adlı çalışma Kürtçe için hangi alana katkı sunar?,Soranî ders kitaplarından oluşan metin korpusu,Kullanıcı seviyesine göre soru seçmeyi,"Kavram, tarih, kurum ve haklar üzerinden nesnel bağlam vermek","Kaynak, telif ve temsil doğruluğuna dikkat etmek",A,"KTC, Soranî ders kitaplarından derlenen bir metin korpusu olarak Kürtçe NLP için kaynak sunar.",4,true,multiple_choice,,zankurd_seed_rich_v2
offline_2240,Ziman,ku-kmr,"Kürtçede “Jin, Jiyan, Azadî” sloganının Türkçedeki karşılığı hangisidir?","Kadın, yaşam, özgürlük","Dağ, su, güneş","Dil, kitap, okul","Ev, yol, pazar",A,"Slogan Kürtçe kadın, yaşam ve özgürlük kelimelerinden oluşur; feminist ve özgürlükçü hareketlerde sembolleşmiştir.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2241,Ziman,ku-kmr,Kürtçe konuşma tanıma çalışmalarında Jira projesi hangi alanda örnek gösterilir?,Kullanıcı seviyesine göre soru seçmeyi,Temel sözvarlığı ve kültürel kavramları tanıma,"Kategori, seçenek, doğru cevap ve açıklama içeren yapı",Merkezî Kürtçe/Soranî için konuşma korpusu ve tanıma sistemi,D,"Jira, Merkezî Kürtçe için konuşma korpusu ve büyük sözvarlıklı konuşma tanıma çalışması olarak sunulmuştur.",4,true,multiple_choice,,zankurd_seed_rich_v2
offline_2314,Ziman,ku-kmr,ZanKurd gibi bir öğrenme uygulamasında soru bankasının en faydalı biçimi hangisidir?,Geçmiş zamanlı geçişli fiillerde,Soranî ders kitaplarından oluşan metin korpusu,Bilginin doğrulanabilirliğini artırır,"Kategori, seçenek, doğru cevap ve açıklama içeren yapı",D,"Uygulama için kategori, seçenekler, cevap ve açıklama alanları veri tabanı veya CSV aktarımını kolaylaştırır.",2,true,multiple_choice,,zankurd_seed_rich_v2
offline_2315,Ziman,ku-kmr,Bir soruda açıklama alanı neden önemlidir?,"Kaynak, telif ve temsil doğruluğuna dikkat etmek","Kullanıcının sadece ezber değil, bağlam öğrenmesini sağladığı için",Soranî ders kitaplarından oluşan metin korpusu,"Kurmancî gramatik cinsiyeti korur, Soranî büyük ölçüde yitirmiştir",B,"Açıklama, cevabın neden doğru olduğunu kısa ve öğretici şekilde gösterir.",2,true,multiple_choice,,zankurd_seed_rich_v2
offline_2316,Ziman,ku-kmr,Kürtçe kelime soruları uygulamada hangi öğrenme hedefini destekler?,Temel sözvarlığı ve kültürel kavramları tanıma,"Kavram, tarih, kurum ve haklar üzerinden nesnel bağlam vermek","Kaynak, telif ve temsil doğruluğuna dikkat etmek",Arap temelli Kürt alfabesi,A,"Kelime soruları, dil öğrenimi ile kültürel bağlamı birlikte pekiştirir.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2317,Ziman,ku-kmr,Politik sorularda güvenli ve kaliteli eğitim için en doğru yöntem nedir?,Merkezî Kürtçe/Soranî için konuşma korpusu ve tanıma sistemi,"Dijital veri, standartlaştırılmış korpus ve NLP kaynağı sınırlı olduğu için","Kavram, tarih, kurum ve haklar üzerinden nesnel bağlam vermek",Kullanıcı seviyesine göre soru seçmeyi,C,"Politik içerik, eğitim uygulamasında tarihsel bağlam ve kavramsal açıklama ile verilmelidir; operasyonel şiddet içeriği kullanılmamalıdır.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2318,Ziman,ku-kmr,Kaynak sütunu CSV’de ne işe yarar?,Bilginin doğrulanabilirliğini artırır,Cevabı otomatik yanlış yapar,Dil öğrenimini yasaklar,Dosyayı PDF’ye çevirmez,A,"Kaynak URL’si, ileride editörün bilgiyi kontrol etmesini ve gerektiğinde güncellemesini sağlar.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2319,Ziman,ku-kmr,“Zorluk” alanı neyi sağlar?,"""Gelo"" sözcüğü ya da tonlama ile",zayenda navdêran (dişil/eril),Bilginin doğrulanabilirliğini artırır,Kullanıcı seviyesine göre soru seçmeyi,D,"Kolay, orta ve zor gibi seviyeler, uygulamanın öğrenme akışını kademeli kurmasına yardım eder.",2,true,multiple_choice,,zankurd_seed_rich_v2
offline_2320,Ziman,ku-kmr,Kürtçe NLP çalışmalarının artması ZanKurd gibi uygulamalara nasıl katkı sağlar?,Merkezî Kürtçe/Soranî için konuşma korpusu ve tanıma sistemi,"Otomatik düzeltme, arama, ses tanıma ve içerik önerisi geliştirme imkânı verir","Kategori, seçenek, doğru cevap ve açıklama içeren yapı","Kavram, tarih, kurum ve haklar üzerinden nesnel bağlam vermek",B,"Korpus ve konuşma verisi gibi kaynaklar, arama, öneri, ses tanıma ve eğitim teknolojileri için temel oluşturur.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2321,Ziman,ku-kmr,Uygulamada kültürel görseller kullanılırken en doğru yaklaşım hangisidir?,Geçmiş zamanlı geçişli fiillerde,Merkezî Kürtçe/Soranî için konuşma korpusu ve tanıma sistemi,zayenda navdêran (dişil/eril),"Kaynak, telif ve temsil doğruluğuna dikkat etmek",D,"Kültürel materyallerde telif, temsil ve bağlam doğruluğu kullanıcı güvenini artırır.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2322,Ziman,ku-kmr,Bir soru bankasında “etiketler” alanı hangi teknik işe yarar?,Kısa açıklama ve doğru cevabın nedeni,"Kategori, seçenek, doğru cevap ve açıklama içeren yapı","Arama, filtreleme ve kişiselleştirilmiş tekrar sistemi kurmaya","Kavram, tarih, kurum ve haklar üzerinden nesnel bağlam vermek",C,"Etiketler, uygulamada kategori içi filtreleme ve zayıf konu tekrarları için kullanılabilir.",4,true,multiple_choice,,zankurd_seed_rich_v2
