candidate_id,source,license,source_category,difficulty,prompt_en,option_a_en,option_b_en,option_c_en,option_d_en,correct_option,translation_status,editorial_status
opentdb_remaining_0098,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,easy,"Who is the protagonist of the 2002 film ""Kung Pow! Enter the Fist""?",Chosen One,Dragon King,Iron Monkey,Master Tang,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0099,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,medium,What was the name of the protagonist in the movie Commando (1985)?,John Matrix,Ben Richards,Douglas Quaid,Harry Tasker,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0100,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,easy,Which Batman villain is Mark Hamill known for having voiced?,The Joker,Two-Face,Bane,Hush,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0101,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,"According to a song by Belinda Carlisle, Heaven is a place on what?",Earth,Venus,Mars,Uranus,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0102,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,"Which member of the British pop group ""The Spice Girls"" was known as Ginger Spice?",Geri Halliwell,Melanie Brown,Emma Bunton,Victoria Beckham,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0103,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,Who is the lead singer of the Smashing Pumpkins?,Billy Corgan,Brett Scallions,Eddie Vedder,Chino Moreno,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0104,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,"With his distinctive red hair, which Italian composer, born in 1678, was known as the 'Red Priest'?",Vivaldi,Puccini,Verdi,Monteverdi,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0105,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,"Which city is the American singer ""Pitbull"" from?",Miami,Kodiak,St. Louis,Boston,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0106,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,Which of these songs by Skrillex features Fatman Scoop as a side artist?,Recess,All is Fair in Love and Brostep,Rock N Roll (Will Take You to the Mountain),Scary Monsters and Nice Sprites,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0107,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,"""Doctor Jones"", ""Turn Back Time"" and ""Barbie Girl"" were UK number ones for which Eurodance group?",Aqua,Vengaboys,Eiffel 65,Sash!,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0108,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,"The band Muse released their first album, Showbiz, in what year?",1999,1998,2000,2001,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0109,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,"Which alternative rock band released the critically-acclaimed album ""OK Computer""?",Radiohead,R.E.M.,Nirvana,Coldplay,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0110,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,hard,"What year was Min Yoongi from South Korea boy band ""BTS"" born in?",1993,1992,1995,1994,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0111,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,Who wrote the Sinead O`Connor hit 'Nothing Compares 2 U'?,Prince,Michael Jackson,Cameo,Rick James,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0112,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,Which singer was featured in Jack Ü (Skrillex & Diplo)'s 2015 song 'Where Are Ü Now'?,Justin Bieber,Selena Gomez,Ellie Goulding,The Weeknd,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0113,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,"The ""British Invasion"" was a cultural phenomenon in music where British boy bands became popular in the USA in what decade?",60's,50's,40's,30's,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0114,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,hard,Which of these songs was released in 1996?,"The Smashing Pumpkins - ""1979""","Prince - ""1999""","James Blunt - ""1973""","David Bowie - ""1984""",A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0115,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,"In which year was the Megadeth album ""Peace Sells... but Who's Buying?"" released?",1986,1979,1987,1983,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0116,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,What M83 was featured in Grand Theft Auto V's radio?,Midnight City,Outro,Reunion,Wait,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0117,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,What are the first few words in the lyrics of A-Ha's 'Take On Me'?,We're talking away,We're dreaming today,We're finding a way,We're blocking the way,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0118,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,hard,What is the name of the song by Beyoncé and Alejandro Fernández released in 2007?,Amor Gitano,La ultima vez,Rocket,Hasta Dondes Estes,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0119,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,"Which of these is not a single by Pink Floyd guitarist, David Gilmour?",Sunset Strip,Rattle That Lock,Blue Light,Arnold Layne,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0120,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,hard,What was the last Aphex Twin album released before his decade-long hiatus?,Drukqs,Windowlicker,Syro,Collected Ambient Works 85-92,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0121,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,Which of the Beatles band members is barefoot on the front cover of the 'Abbey Road' album?,Paul McCartney,Ringo Starr,George Harrison,John Lennon,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0122,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,Ringo Starr of The Beatles mainly played what instrument?,Drums,Bass,Guitar,Piano,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0123,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,"The co-creator of Gorillaz, Damon Albarn, is also the lead singer of what band?",Blur,Oasis,Radiohead,Queens of the Stone Age,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0124,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,Who is the singer for Fall Out Boy?,Patrick Stump,Brendon Urie,Pete Wentz,Gary Lee Weinrib,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0125,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,"In what year was the smash hit song ""Scatman's World"" released?",1995,1996,1994,1993,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0126,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,What is the name of the second studio album released by American rapper Post Malone in 2018?,Beerbongs & Bentleys,Takin' Shots,Rockstar,Better Now,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0127,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,What is the relationship between the band members of American rock band King of Leon?,Brothers & cousins,Childhood friends,Former classmates,Fraternity house members,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0128,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,"Which English guitarist has the nickname ""Slowhand""?",Eric Clapton,Mark Knopfler,Jeff Beck,Jimmy Page,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0129,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,What was the first music video to be broadcast on MTV?,Video Killed the Radio Star,Take On Me,Walk This Way,Hungry Like the Wolf,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0130,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,hard,Which of these songs is not by Tatsuro Yamashita?,Lucky Lady Feel So Good ,Merry-Go Round,Let's Dance Baby,Love Talkin',A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0131,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,"Whose albums included ""Back in Black"" and ""Ballbreaker""?",AC/DC,Iron Maiden,Black Sabbath,Metallica,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0132,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,Who is the frontman of the band 30 Seconds to Mars?,Jared Leto,Gerard Way,Matthew Bellamy,Mike Shinoda,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0133,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,Which of the following guitarists recorded an album as a member of the Red Hot Chili Peppers?,Dave Navarro,Tom Morello ,Billy Corgan,Ed O'Brien,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0134,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,"How many copies have Metallica album ""Metallica"" (A.K.A The Black Album) sold worldwide (in Millions of Copies)?",20.5,19.5,22.5,25.5,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0135,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,hard,Who was the original drummer for The Beatles?,Tommy Moore,Ringo Starr,Stuart Sutcliffe,Pete Best,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0136,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,"Who was the guitarist in the band ""The Doors""?",Robby Krieger,Eric Clapton,John Densmore,Jimi Hendrix,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0137,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,Which of these is NOT considered a woodwind instrument?,Trombone,Oboe,Clarinet,Bassoon,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0138,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,hard,"""All the Boys"" by Panic! At the Disco was released as a bonus track on what album?","Too Weird To Live, Too Rare To Die!",A Fever You Can't Sweat Out,Death Of A Bachelor,Vices & Virtues,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0139,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,hard,Which member of the Wu-Tang Clan had only one verse in their debut album Enter the Wu-Tang (36 Chambers)?,Masta Killa,Method Man,Inspectah Deck,GZA,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0140,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,"""Grande Valse"" is a phrase from the song ""Gran Vals"". What is that song segment known as?",Nokia Tune,Hello Moto [Motorola Ringtone],Droid Ringtone,Microsoft Ringtone,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0141,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,What was Radiohead's first album?,Pablo Honey,The Bends,Kid A,A Moon Shaped Pool,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0142,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,"Who performed the guitar solo on Michael Jackson's hit ""Beat It""?",Eddie Van Halen,Steve Vai,Kirk Hammett,Zakk Wylde,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0143,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,Which member of the Foo Fighters was previously the drummer for Nirvana?,Dave Grohl,Taylor Hawkins,Nate Mendel,Chris Shiflett,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0144,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,"Which punk rock band released hit songs such as ""Californication"", ""Can't Stop"" and ""Under the Bridge""?",Red Hot Chilli Peppers,Green Day,Linkin Park,Foo Fighters,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0145,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,hard,What is the name of the 2016 mixtape released by Venezuelan electronic producer Arca?,Entrañas,&&&&&&,Sheep,Xen,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0146,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,What is not a wind instrument?,Viola,Oboe,Trombone,Duduk,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0147,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,"Who is the founder and leader of industrial rock band, 'Nine Inch Nails'?",Trent Reznor,Marilyn Manson,Robin Finck,Josh Homme,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0148,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,"In the words of his 1973 song, Bob Dylan is ""knock, knock, knockin"" on which door?",Heaven's,Opportunity's,Angie's,Eileen's,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0149,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,hard,"Who is a pioneer of ""Minimal Music"" in 1960s?",Steve Reich,Wolfgang Amadeus Mozart,Brian Eno,Sigur Rós,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0150,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,hard,Which Death Grips album is the only one to feature a band member?,No Love Deep Web,Bottomless Pit,The Money Store,The Powers That B,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0151,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,hard,"Who played ""Charlie Price"" in the musical ""Kinky Boots"" on Broadway in New York from May 26th - Aug 6th 2017?",Brendon Urie,Ed Sheeren,Tom Cruise,Dallon Weekes,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0152,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,hard,"In Macbeth, the eyes of what animals were used in the Witches' cauldron?",Newts,Humans,Sharks,Squids,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0153,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,medium,"In Jeff Wayne's Musical Version of War of the Worlds, the chances of anything coming from Mars are...",A million to one,A billion to one,A trillion to one,A hundred to one,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0154,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,easy,What is Jean ValJean's first prisoner number?,24601,9430,1729,32769,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0155,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,medium,What was George Bizet's last opera?,Carmen,Don Rodrigue,Grisélidis,Les pêcheurs de perles,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0156,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,medium,In which Shakespearean play will you find the suicide of Ophelia?,Hamlet,Macbeth,Othello,King Lear,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0157,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,hard,Who serves as the speaker of the prologue in Shakespeare's Romeo and Juliet?,Chorus,Montague,Refrain,Capulet,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0158,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,medium,"The musical ""Dirty Rotten Scoundrels"" is set in what country?",France,USA,Germany,Sweden,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0159,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,easy,"""Doctor Who"" star David Tennant performed in a rendition of which Shakespearean play?",Hamlet,The Tempest,Othello,The Taming of the Shrew,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0160,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,medium,Which musical has won the most Tony awards?,The Producers,Hamilton,Chicago,Phantom of the Opera,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0161,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,medium,"Who is the musical director for the award winning musical ""Hamilton""?",Alex Lacamoire,Lin-Manuel Miranda,Renee Elise-Goldberry,Leslie Odom Jr.,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0162,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,hard,"In Les Misérables, who is Prison Code 24601?",Jean Valjean,Marius Pontmercy,Javert,Jean Claude Van Damme,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0163,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,medium,"When was the play ""Macbeth"" written?",1606,1605,1723,1628,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0164,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,medium,Which of the following is not a piece from the 1950's musical West Side Story?,The Back Alley,Maria,Tonight,Mambo,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0165,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,hard,Who wrote the lyrics for Leonard Bernstein's 1957 Brodway musical West Side Story?,Stephen Sondheim,Himself,Oscar Hammerstein,Richard Rodgers,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0166,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,hard,"After England, more Shakespeare plays are set in this present day country than in any other.",Italy,United States,Greece,France,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0167,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,medium,"What play is the quote ""Hell is other people"" from?",No Exit,The Devil and the Good Lord,The Condemned of Altona,The Flies,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0168,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,hard,"Which actor has NOT portrayed Billy Flynn in the musical ""Chicago""?",Christopher Walken,David Hasselhoff,Jerry Springer,Patrick Swayze,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0169,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,medium,"The Andrew Lloyd Webber musical ""Cats"" is based off a book of poems written by which author?",T.S. Elliot,Andrew Lloyd Webber,Emily Dickenson,Robert Frost,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0170,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,hard,Which of these plays was famously first performed posthumously after the playwright committed suicide?,4.48 Psychosis,Hamilton,Much Ado About Nothing,The Birthday Party,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0171,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,medium,"The World Chess Championship in Chess, Act 1 is set in which Italian city?",Merano,Venice,Milan,Rome,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0172,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,medium,Which of these musicals won the Tony Award for Best Musical?,Rent,The Color Purple,American Idiot,Newsies,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0173,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,easy,Which Shakespeare play inspired the musical 'West Side Story'?,Romeo & Juliet,Hamlet,Macbeth,Othello,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0174,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Musicals & Theatres,easy,"In Shakespeare's play Julius Caesar, Caesar's last words were...","Et tu, Brute? ",Iacta alea est!,"Vidi, vini, vici.",Aegri somnia vana.,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
