id,category_key,language_code,prompt,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty,source_title,source_url,publication_status,quality_note
movement3_0004,Edebiyat,ku-kmr,"Pirtûka Women in the Kurdish Movement: Mothers, Comrades, Goddesses kîjan perspektîfê dide pêş?",Lêkolînek femînîst li ser jinên ku rolên li ser wan hatine ferz kirin diguherînin û dikevin pêşiya tevgera siyasî.,Lêkolînek tenê li ser avakirina çiyayên Zagrosê.,Ferhengokeke ku peyvên Hawarê bi erebî rave dike.,Pirtûka stranên olî ya ku bi dengbêjî ve têkildar nîne.,A,Danasîna Springer pirtûkê wekî lêkolînek rexneyî-femînîst dide naskirin ku li ser jinên di tevgera Kurdî de û guherîna nasnameyên wan raweste.,3,Women in the Kurdish Movement – Springer,https://link.springer.com/book/10.1007/978-3-030-24744-7,PENDING_EDITORIAL_APPROVAL,"Kitabın konu alanını, başlıktaki üç metafora indirgemeden açıklıyor."
movement3_0005,Dîrok,ku-kmr,Ronahî li gorî katalogê di kîjan demê de li Şamê hatiye çapkirin?,1942–1945,1932–1935,1898–1902,1960–1963,A,Katalogê CiNii Ronahî wekî weşanek li Şamê di navbera 1942 û 1945an de dide tomar kirin.,2,Ronahî – CiNii Journals,https://ci.nii.ac.jp/ncid/AB00048098,PENDING_EDITORIAL_APPROVAL,Hawar dönemiyle karıştırılabilecek yakın tarihler çeldirici olarak kullanıldı.
movement3_0006,Dîrok,ku-kmr,"Li gorî lêkolîna Cambridge, kovara Jineolojî ji kîjan salê ve hatiye weşandin?",Ji sala 2016an ve.,Ji sala 1932an ve.,Ji sala 1898an ve.,Ji sala 2022an ve.,A,Chaptersa Cambridge dibêje ku kovara Jineolojî ji sala 2016an ve tê weşandin û di nav çalakiyên hilberîna zanîna tevgera jinan de cih digire.,3,The Kurdish Women’s Freedom Movement – Cambridge,https://www.cambridge.org/core/books/kurdish-womens-freedom-movement/pkk-a-womans-party/A154F270788B30BB87C8705A5C3E794C,PENDING_EDITORIAL_APPROVAL,Yayın başlangıcını Hawar ve Kurdistan gazetesiyle karıştırmayan bir tarih sorusu.
movement3_0007,Cografya,ku-kmr,Pirtûka Revolution in Rojava li ser kîjan herêmê di nav sernavê xwe de raweste?,Li Kurdistana Sûriyê.,Li ser giravên Egeyê.,Li bakurê Afrîkayê.,Li navenda deşta Hindistanê.,A,Sernavê pirtûkê bi awayekî eşkere xweseriya demokratîk û azadiya jinan li Kurdistana Sûriyê dide nîşandan.,2,Revolution in Rojava – David Graeber,https://davidgraeber.org/books/revolution-in-rojava/,PENDING_EDITORIAL_APPROVAL,"Coğrafya sorusu, kitabın başlığındaki bölgesel bağlamı ölçüyor."
movement3_0008,Cografya,ku-kmr,"Li gorî lêkolîna Cambridge, komîteyên Jineolojî ji qadeke herêmî wêdetir li ku deran hatine avakirin?","Li çar parçeyên Kurdistanê, Ewropayê û paşê li Amerîkaya Latîn.",Tenê li Şamê û Qahîreyê.,Tenê li navendên akademîk ên Ewropayê.,Tenê li bajarên ku Hawar lê abonî bû.,A,Lêkolînê dibêje ku komîteyên Jineolojî li çar parçeyên Kurdistanê û Ewropayê hatine avakirin û paşê li Amerîkaya Latîn jî belav bûne.,3,The Kurdish Women’s Freedom Movement – Cambridge,https://www.cambridge.org/core/books/kurdish-womens-freedom-movement/pkk-a-womans-party/A154F270788B30BB87C8705A5C3E794C,PENDING_EDITORIAL_APPROVAL,Hareketin ulus-aşırı ağını tek bir merkezle sınırlandırmıyor.
movement3_0009,Çand,ku-kmr,"Di 10 salên yekem ên Jineolojî Dergisî de, li gorî dîroka kovarê, çend dosyayên tematik hatine amadekirin?",33 dosya.,10 dosya.,57 dosya.,100 dosya.,A,"Dîroka kovarê dibêje ku di 10 salên yekem de 33 dosyayên tematik hatine amadekirin, ji krîza zanistên civakî heta konfederalîzma jinan.",2,Jineolojî Magazine at 10 Years Old,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Sayıyı ezberletmek yerine dergi dosyalarının kapsamını da açıklamada veriyor.
movement3_0010,Çand,ku-kmr,"Di dîroka Jineolojî Dergisî de, kîjan mijar wekî dosyaya tematik hatiye lîstekirin?","Ziman, kirin û teorîya baş û xweş di çarçoveya etîk û estetîkê de.",Tenê hesabkirina bacên bazirganiyê.,Tenê nexşeya rêyên hesinî yên Ewropayê.,Tenê teknîka çêkirina amûrên avjeniyê.,A,"Di lîsteya dosyayan de dosyaya etîk-estetîk mijarên ziman, kirin û teorîya baş û xweş bi hev re dide naskirin.",3,Jineolojî Magazine at 10 Years Old,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Kültür/estetik başlığını hareket dergisinin gerçek dosya listesine bağladı.
movement3_0011,Muzîk,ku-kmr,"Di lîsteya dosyayên Jineolojî Dergisî de, kîjan mijar herî nêzîkî têkiliya huner û jiyanê ye?",Etîk û estetîk: berxwedana baş û xweş di dîroka civakî de.,Tenê rêzikên hilbijartina komîteyên siyasî.,Tenê dîroka çapkirina Rojnameya Kurdistanê.,Tenê rêbazên avakirina çiyayên Bahtiyarî.,A,"Dîroka kovarê du dosyayên etîk û estetîk bi ziman, kirin, berxwedan û teorîya baş û xweş ve girêdide; ev mijar li nêzî huner û jiyanê ye.",2,Jineolojî Magazine at 10 Years Old,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Müzik kategorisini dar anlamda enstrüman sorusuna çevirmeyip estetik tartışmaya bağlıyor.
movement3_0012,Muzîk,ku-kmr,"Di pirtûka Revolution in Rojava de, muzîk wekî mijara sereke ya sernavê li kîjan mijarê re têkildar tê xwendin?","Bi jiyana civakî û azadiya jinan re, di nav ceribandina xweseriya demokratîk de.",Bi ferhengoka Nûbihara Biçûkan re.,Bi kronolojiya kovara Ronahî re.,Bi geologyaya çiyayên Bahtiyarî re.,A,Danasîna pirtûkê muzîkê wekî mijara sereke ya sernavê nade; naveroka wê li ceribandina civakî ya xweseriya demokratîk û azadiya jinan e.,3,Revolution in Rojava – Pluto Press,https://davidgraeber.org/books/revolution-in-rojava/,PENDING_EDITORIAL_APPROVAL,Olumsuz köklü soru: müziği kitaba zorla bağlamak yerine kitabın gerçek kapsamını ayırt ediyor.
movement3_0013,Siyaset,ku-kmr,"Li gorî danasîna pirtûka Revolution in Rojava, «konfederalîzma demokratîk» wekî çi tê şirovekirin?",Demokrasiyeke civakî û komunal ku bi xweseriya demokratîk û azadiya jinan re tê pêwendîkirin.,Dewleteke navendî ku hemû biryarên herêmî ji navendê dide.,Rêbazek tenê ji bo çapkirina kovaran.,Rêxistineke ku ji civakê û kooperatîfan dûr e.,A,Danasîna pirtûkê ceribandina Rojava wekî demokrasiyeke komunal û xweseriya demokratîk nîşan dide û azadiya jinan di nav wê de cih dide.,3,Revolution in Rojava – David Graeber,https://davidgraeber.org/books/revolution-in-rojava/,PENDING_EDITORIAL_APPROVAL,Kavram hareketin deneyimi ve kitabın sunumu üzerinden ölçülüyor; genel slogan tekrarı değil.
movement3_0014,Siyaset,ku-kmr,"Li gorî lêkolîna Cambridge, Jineolojî ji bo tevgera jinan bi kîjan karê re tê girêdan?",Bi hilberîna zanîna femînîst û avakirina bingehên zanistî yên civaka wekhev re.,Bi rakirina hemû lêkolînên li ser jinan.,Bi vegerandina tenê li wêjeya klasîk a erebî.,Bi cihgirtina tenê di medyaya bazirganî de.,A,Lêkolîna Cambridge Jineolojî bi hilberîna zanîna femînîst û bi hewildana avakirina bingehên zanistî yên civakeke wekhev re têkildar dike.,3,Beyond Feminism? Jineolojî – Cambridge Core,https://www.cambridge.org/core/journals/politics-and-gender/article/beyond-feminism-jineoloji-and-the-kurdish-womens-freedom-movement/540F612294D931881942FA74EB5F7C61,PENDING_EDITORIAL_APPROVAL,"Akademik çalışma, hareketin kendi iddiası ile akademik çözümlemeyi birbirine karıştırmadan kullanıldı."
movement3_0015,Paradigma,ku-kmr,"Li gorî danasîna Pirtûkxaneya Jinên Kurdistanê, Jineolojî ji kîjan çavkaniyê re tê xwarin?",Ji ezmûnên têkoşînên jinan li Kurdistanê û li cîhanê.,Ji tenê yek pirtûka dîrokî ya li Şamê.,Ji tenê dîroka dewletên Ewropayê.,Ji tenê nivîsarên zanistên xwezayî.,A,Danasîn dibêje ku Jineolojî ji ezmûnên tevgera azadiya jinên Kurdistanê û ji têkoşînên jinan li cîhanê xwar dibe.,3,Kurdish Women’s Library – What is Jineolojî,https://pirtukxaneyajinenkurdistan.com/en/post/what-is-jineoloji/,PENDING_EDITORIAL_APPROVAL,Paradigmanın kaynak iddiasını kuruma ait eğitim metniyle sınırlı tuttu.
movement3_0016,Paradigma,ku-kmr,"Di xwendina akademîk a Jineolojî de, çima gotina «wêdetir ji femînîzmê» divê bi baldarî bê fêmkirin?",Ji ber ku ev gotin parçeyek ji xwe-pênaseya tevgerê ye û lêkolîner ew bi teorî û pratîkên tevgerê re dide nîqaşkirin.,Ji ber ku ev gotin îspat dike ku hemû femînîst li ser hemû mijaran heman ramanê hene.,Ji ber ku ev gotin Jineolojî ji her cure lêkolîna akademîkê cuda dike.,Ji ber ku ev gotin tê wateya ku dîroka femînîzmê tune ye.,A,Lêkolînên akademîk ev îfade wekî iddiayek û mijara nîqaşê pêşkêş dikin; ew ne rastiyeke ku hemû lêkolîner bi yek awayî pejirandine.,3,Beyond Feminism? Jineolojî – Cambridge Core,https://www.cambridge.org/core/journals/politics-and-gender/article/beyond-feminism-jineoloji-and-the-kurdish-womens-freedom-movement/540F612294D931881942FA74EB5F7C61,PENDING_EDITORIAL_APPROVAL,"İfade, hareketin öz iddiası olarak çerçevelendi; tartışmalı üstünlük iddiası mutlak gerçek yapılmadı."
movement4_0001,Ziman,ku-kmr,"Di lîsteya dosyayên Jineolojî Dergisî de, «Zanist û zimanê jiyanê» bi kîjan qadê re têkildar e?",Bi lêkolîna ziman û zanînê wekî beşên jiyana civakî.,Bi tenê nexşeyên rêwîtiyê yên çiyayên Zagrosê.,Bi tenê rêzikên bazirganiya pirtûkan.,Bi tenê dîroka çapkirina Rojnameya Kurdistanê.,A,Lîsteya kovarê «Zanist û zimanê jiyanê» wekî dosyayek li ser zanîn û ziman di çarçoveya jiyanê de dide naskirin.,3,Jineolojî Magazine at 10 Years Old,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement4_0002,Ziman,ku-kmr,"Di pirtûka danasîna Jineolojî de, çima ziman tenê wekî amûrekî teknîkî nayê dîtin?","Ji ber ku ziman bi bîranîn, ezmûn û hilberîna zanîna civakê re têkildar e.",Ji ber ku ziman tenê ji bo nivîsandina hejmaran e.,Ji ber ku ziman ji çand û dîrokê bi tevahî cuda ye.,Ji ber ku ziman di pirtûkê de qet nayê behskirin.,A,Danasîna Jineolojî zanîn û jiyanê bi ezmûna jinan û têkoşînên civakî re dide hev; di vê çarçoveyê de ziman tenê teknîk nîne.,2,Kurdish Women’s Library – What is Jineolojî,https://pirtukxaneyajinenkurdistan.com/en/post/what-is-jineoloji/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement4_0003,Edebiyat,ku-kmr,Pirtûka Revolution in Rojava bi kîjan awayî pêkhatina xweseriya demokratîk li Rojava dide naskirin?,Wekî ceribandineke civakî ya ku bi demokrasiya komunal û azadiya jinan re tê girêdan.,Wekî vegotineke tenê li ser hunera klasîk a Kurdî.,Wekî ferhengoka peyvên Hawarê.,Wekî raporek tenê li ser avhewaya Sûriyê.,A,"Danasîna pirtûkê Rojava wekî ceribandineke xweseriya demokratîk û civakî pêşkêş dike, ne wekî pirtûkeke tenê hunerî an erdnîgarî.",2,Revolution in Rojava – David Graeber,https://davidgraeber.org/books/revolution-in-rojava/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement4_0004,Edebiyat,ku-kmr,"Di pirtûka Women in the Kurdish Movement de, «nasnameya siyasî» di kîjan çarçoveyê de tê xwendin?",Di çarçoveya guherîna rola jinan û têkoşîna wan li dijî rolên ferzkirî de.,Di çarçoveya dabeşkirina peyvên Kurmancî û Soranî de.,Di çarçoveya dîroka çiyayên Kurdistanê de.,Di çarçoveya teknîka arşîvkirina wêneyan de.,A,Danasîna Springer pirtûkê li ser jinên ku rolên ferzkirî diguherînin û di tevgera siyasî de li pêş dikevin raweste.,3,Women in the Kurdish Movement – Springer,https://link.springer.com/book/10.1007/978-3-030-24744-7,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement4_0005,Dîrok,ku-kmr,"Li gorî lêkolîna Cambridge, piştî pêşketina Jineolojî çi cureyên çalakiyê hatine dîtin?","Weşandina pirtûk û kovaran, konferans û avakirina komîteyên Jineolojî.",Tenê komkirina amûrên muzîkê.,Tenê çêkirina nexşeyên erdnîgarî.,Tenê veguhastina kovara Hawarê bo alfabeya erebî.,A,"Chaptersa Cambridge weşandina pirtûk û kovaran, lidarxistina konferansan û avakirina komîteyan wekî beşên pêşketina Jineolojî dide nîşandan.",3,The Kurdish Women’s Freedom Movement – Cambridge,https://www.cambridge.org/core/books/kurdish-womens-freedom-movement/pkk-a-womans-party/A154F270788B30BB87C8705A5C3E794C,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement4_0006,Dîrok,ku-kmr,"Di dîroka kovara Jineolojî de, kîjan mijar di nav dosyayên li ser herêmên Kurdistanê de hatine lîstekirin?","Rojhilat, Bakur, Rojava û Başûr.","Misr, Yewnan û Hindistan.","Şam, Qahîre û Stenbol tenê.","Zagros, Alborz û Taurus tenê.",A,"Lîsteya dosyayên kovarê dosyayên taybet li ser Rojhilat, Bakur, Rojava û Başûr dide nîşandan.",2,Jineolojî Magazine at 10 Years Old,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement4_0007,Çand,ku-kmr,"Di lîsteya Jineolojî Dergisî de, dosyaya «Rêyên derketina ji krîza çandê» li ser çi raweste?",Li ser krîza çandê û rêyên derketinê ji wê.,Li ser rêzikên hesabkirina aborî.,Li ser taybetmendiyên avhewaya Zagrosê.,Li ser dîroka kovara Ronahî tenê.,A,Navê dosyayê bi awayekî rasterast krîza çandê û rêyên derketinê ji wê dide mijar kirin.,2,Jineolojî Magazine at 10 Years Old,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement4_0008,Çand,ku-kmr,"Li gorî pirtûkxaneya jinên Kurdistanê, Jineolojî bi têkoşînên jinên kîjan qadê re tê xwarin?",Bi têkoşînên jinan li Kurdistanê û li cîhanê.,Bi tenê têkoşîna yek komê li yek bajarê.,Bi tenê dîroka akademiyên Ewropayê.,Bi tenê nivîsarên ku li ser dîroka Hawarê ne.,A,Pirtûkxaneya Jinên Kurdistanê dibêje ku Jineolojî ji ezmûnên tevgera jinan li Kurdistanê û ji têkoşînên jinan li cîhanê xwar dibe.,3,Kurdish Women’s Library – What is Jineolojî,https://pirtukxaneyajinenkurdistan.com/en/post/what-is-jineoloji/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement4_0009,Siyaset,ku-kmr,"Di lîsteya Jineolojî Dergisî de, «siyaseta demokratîk» wekî dosyayek çi nîşan dide?",Ku siyaseta demokratîk wekî mijareke serbixwe ya lêkolînê û rêxistinê tê nîqaşkirin.,Ku siyaset di naveroka kovarê de qet nayê behskirin.,Ku siyaseta demokratîk tenê mijareke dîroka Hawarê ye.,Ku siyaseta demokratîk bi muzîkê re heman wateyê dide.,A,"Lîsteya kovarê «Siyaseta demokratîk» wekî dosyayeke cuda dide naskirin, li kêleka dosyayên aborî, ekolojî û civakî.",3,Jineolojî Magazine at 10 Years Old,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement4_0010,Siyaset,ku-kmr,"Di pirtûka The Political Thought of Abdullah Öcalan de, kîjan mijar bi navê «Neteweya Demokratîk» tê nîşandan?","Wekî beşek ji gotûbêja li ser Kurdistan, şoreşa jinê û konfederalîzma demokratîk.",Wekî beşek tenê ji ferhengoka Hawarê.,Wekî beşek ji dîroka dengbêjî û tembûrê.,Wekî beşek ji geologyaya çiyayên Bahtiyarî.,A,"Pluto Press «Democratic Nation» wekî yek ji beşên pirtûkê li kêleka War and Peace in Kurdistan, Democratic Confederalism û Liberating Life dide lîstekirin.",3,The Political Thought of Abdullah Öcalan – Pluto Press,https://www.plutobooks.com/product/the-political-thought-of-abdullah-ocalan/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement4_0011,Paradigma,ku-kmr,"Di lîsteya Jineolojî Dergisî de, «konfederalîzma jinan» bi kîjan qada fikirê re zêdetir tê girêdan?",Bi awayên rêxistinkirina jinan û pêwendiya wan bi siyaset û civakê re.,Bi tenê dîroka çiyayên Kurdistanê.,Bi tenê rêzikên alfabeya latînî.,Bi tenê berhevkirina stranên olî.,A,Navê dosyayê «Konfederalîzma jinan» nîqaşa li ser rêxistin û têkiliyên siyasî-civakî yên jinan dixe pêş.,3,Jineolojî Magazine at 10 Years Old,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement4_0012,Paradigma,ku-kmr,"Li gorî lêkolîna Cambridge, çima Jineolojî ne tenê wekî navê kovarekê tê fêmkirin?","Ji ber ku ew bi hilberîna zanînê, pirtûk, konferans, komîte û avakirina civakeke wekhev re tê girêdan.",Ji ber ku kovar qet nehat weşandin.,Ji ber ku ew tenê navê alfabeyeke latînî ye.,Ji ber ku ew tenê cureyekî muzîkê ye.,A,"Lêkolîna Cambridge Jineolojî wekî pêvajoyeke hilberîna zanînê û rêxistinê dide xwendin ku pirtûk, kovar, konferans û komîteyan dihewîne.",3,The Kurdish Women’s Freedom Movement – Cambridge,https://www.cambridge.org/core/books/kurdish-womens-freedom-movement/pkk-a-womans-party/A154F270788B30BB87C8705A5C3E794C,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement5_0001,Ziman,ku-kmr,"Di lîsteya Jineolojî Dergisî de, «Rastiya jinê bingehê rêbazê ye» bi kîjan mijarê re tê girêdan?",Bi rêbazeke ku ezmûna jinan di hilberîna zanînê de dixe navendê.,Bi rêbazeke ku ezmûna jinan ji lêkolînê dûr dixe.,Bi rêbazeke ku ziman tenê wekî kodê teknîkî dibîne.,Bi rêbazeke ku dîrokê ji civakê cuda dike.,A,Navê dosyayê li ser rêbaz û rastiya jinan raweste; ev nîşan dide ku ezmûna jinan wekî çavkaniya zanînê tê dîtin.,3,Method and Truth Based on Women’s Reality,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
